player_name,career_total_runs,playing_role,batting_style,bowling_style,player_id,field_pos,player_image,full_name,country,date_of_birth,total_runs_test,matches_test,batting_average_test,strike_rate_test,centuries_test,half_centuries_test,wickets_test,economy_test,bowling_average_test,total_runs_odi,matches_odi,batting_average_odi,strike_rate_odi,centuries_odi,half_centuries_odi,wickets_odi,economy_odi,bowling_average_odi,total_runs_t20i,matches_t20i,batting_average_t20i,strike_rate_t20i,centuries_t20i,half_centuries_t20i,wickets_t20i,economy_t20i,bowling_average_t20i,career_total_runs2,career_total_wickets,catches,stumpings,formats_played,played_since_year
Douglas Erwin Bollinger,,,Left hand Bat,Left arm Fast medium,15140, ,,Player_267,England,07-06-2015,1218,107,25.75,144.92,19,21,304,3.64,47.05,4968,206,58.72,127.24,17,21,673,9.27,25.16,5969,200,21.79,108.22,10,43,699,6.46,41.26,12155,1676,303,46,ODI,2015
Sarabjit Ladda,,,Right hand Bat,Legbreak,14567, ,,Player_268,Bangladesh,08-07-2014,5016,225,10.19,113.22,38,69,143,8.38,20.8,3671,345,12.31,126.13,20,17,794,3.72,32.21,10164,114,33.06,69.81,38,79,481,6.53,31.6,18851,1418,215,15,"T20I,Test",2006
Dishant Harendra Yagnik,,,Left hand Bat, ,16249, ,,Player_269,Pakistan,26-09-2006,6881,160,44.08,62.99,21,35,110,7.91,47.97,11928,171,27.79,145.52,9,46,262,3.64,33.49,12178,382,33.63,54.91,49,54,262,4.38,47.59,30987,634,174,34,"Test,T20I",2008
Dirk Peter Nannes,,,Right hand Bat,Left arm Fast,13245, ,,Player_270,India,02-01-1985,9547,118,18.36,106.01,3,44,231,2.51,44.42,7292,269,20.64,138.77,23,80,642,3.45,44.61,10436,188,27.04,60.85,21,9,173,6.68,23.34,27275,1046,315,10,T20I,2007
Amit Singh,,,Right hand Bat,Right arm Medium fast,13810, ,,Player_271,Pakistan,01-04-1985,12457,148,42.76,128.07,12,35,690,5.1,43.32,7001,220,47.8,81.82,39,29,224,2.11,46.67,6168,25,57.73,102.47,35,13,440,5.52,26.55,25626,1354,456,10,T20I,2024
Taduri Prakash Chandra Sudhindra,,,Left hand Bat,Right arm Fast,34392, ,,Player_272,India,05-08-1991,12808,149,59.59,120.85,44,21,583,4.26,24.43,12231,151,42.01,66.6,46,9,257,8.17,31.27,10634,53,44.83,125.84,16,35,565,4.42,20.02,35673,1405,2,9,Test,2006
Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,,,Right hand Bat,Right arm Offbreak,15779, ,,Player_273,South Africa,18-02-1999,13774,292,13.63,67.21,41,77,721,4.44,43.76,2098,110,15.99,124.59,20,98,233,9,18.57,713,169,36.96,83.47,31,33,219,2.54,43.45,16585,1173,374,33,"T20I,Test,ODI",2009
Paul Chandrashekar Valthaty,,,Right hand Bat,Right arm Medium,13383, ,,Player_274,Pakistan,19-07-1985,12327,142,13.85,147.24,49,79,731,9.86,45.2,14511,182,34.18,87.83,24,57,335,6.91,45.58,14096,394,35.53,87.91,13,87,557,4.02,37.9,40934,1623,136,4,"T20I,Test",2007
Parvinder Awana,,,Right hand Bat,Right arm Medium,34554, ,,Player_275,West Indies,16-12-2019,9752,159,27.02,94.88,48,60,591,7.14,27.25,11109,398,44.27,97.32,22,61,408,3.51,23.58,7203,380,17.96,143.41,41,17,393,3.58,28.08,28064,1392,465,22,"Test,T20I",2023
Shoaib Akhtar,,,Right hand Bat,Right arm Fast,12710, ,,Player_276,West Indies,02-04-1990,9610,10,53.32,65.9,19,99,499,7.74,48.47,8444,338,48.95,113.04,21,84,23,4.28,37.9,3545,10,28.61,71.3,28,15,771,6.34,23.24,21599,1293,99,24,"T20I,Test",2016
Raju Ravi Bhatkal,,,Right hand Bat,Right arm Medium,34530, ,,Player_277,Sri Lanka,23-11-2004,954,137,20.78,68.02,12,55,594,9.81,19.6,5061,71,11,140.79,3,79,270,5.81,18.8,8414,26,43.64,60.37,5,36,194,6.81,19.28,14429,1058,82,28,"Test,T20I",2011
Kevon Keston Cooper,,,Right hand Bat,Right arm Medium,34343, ,,Player_278,England,13-07-2015,9175,77,28.02,59.82,16,88,553,5.02,22.8,13026,385,54.52,91.91,33,5,94,9.63,30.78,863,349,56.23,84.34,49,40,408,6.87,23.34,23064,1055,279,39,"Test,ODI",2013
Adrian Dimitri Mascarenhas,,,Right hand Bat,Right arm Fast medium,12661, ,,Player_279,India,05-01-2008,7291,76,13.43,130.35,35,95,272,8.41,35.2,9321,282,38.46,128.33,5,66,141,3.98,49.55,4625,82,50.82,124.59,3,24,470,5.11,32.51,21237,883,131,12,"Test,T20I,ODI",2011
Justin Miles Kemp,,,Right hand Bat,Right arm Fast medium,14541, ,,Player_280,India,10-01-1980,974,253,48.16,62.2,32,32,702,5.48,36.43,3264,73,50.6,76.83,27,40,693,7.85,21.22,5307,289,25.02,112.61,10,7,346,5.37,25.91,9545,1741,392,46,T20I,2024
Lindamlilage Prageeth Chamara Silva,,,Right hand Bat,Legbreak,12362, ,,Player_281,Zimbabwe,17-09-1980,4133,257,30.42,62.51,0,44,172,8.96,38.64,5435,354,50.4,119.8,30,42,717,5.52,31.56,1425,37,31.7,91.58,44,87,461,8.67,26.29,10993,1350,480,31,"Test,ODI,T20I",2001
Sachin Ramesh Tendulkar,,,Right hand Bat,"Right arm Offbreak, Legbreak Googly",12580, ,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316400/316486.6.png",Player_282,Ireland,13-07-1996,14663,319,47.96,135.05,14,35,6,3.45,18.54,8493,214,19.49,50.16,34,84,80,4.38,27.83,2304,86,14.15,146.48,39,83,60,5.81,46.02,25460,146,0,33,"ODI,Test,T20I",2011
Ryan James Harris,,,Right hand Bat,Right arm Fast,13785, ,,Player_283,England,04-01-2007,5370,290,55.18,84.46,12,19,154,9.58,48.73,6691,327,15.51,137.15,38,76,273,5.65,46.96,653,320,15.11,123.5,9,93,165,9.9,34.48,12714,592,115,11,"ODI,T20I,Test",2013
Love Ablish,,,Right hand Bat,Right arm Medium fast,15339, ,,Player_284,New Zealand,28-01-1986,3972,262,21.64,53.09,16,17,521,3.75,19.43,10169,22,46.06,53.04,41,17,275,2.57,45.82,9351,386,33.51,56.19,27,83,671,5.52,41.34,23492,1467,498,23,T20I,2006
Sridharan Sriram,,,Left hand Bat,Slow Left arm Orthodox,15384, ,,Player_285,Sri Lanka,12-04-1999,5295,84,50.37,55.19,23,37,545,4.61,22.58,2763,67,17.82,121.28,22,57,464,8.39,25.61,8129,155,36.51,124.46,10,17,150,7.2,19.14,16187,1159,418,39,ODI,2012
Mashrafe Bin Mortaza,,,Right hand Bat,Right arm Fast medium,14201, ,,Player_286,New Zealand,22-08-1985,13913,145,12.95,64.22,7,66,547,8.05,18.45,4005,397,52.5,54.63,5,59,207,3.95,20.6,10034,397,23.2,52.4,34,67,110,2.4,29.69,27952,864,201,20,"ODI,T20I",2020
Shaun William Tait,,,Right hand Bat,Right arm Fast,14492, ,,Player_287,New Zealand,23-06-1994,9105,322,54.94,71.34,49,22,517,5.15,36.14,14603,372,46.31,76.62,15,87,295,7.8,38.07,6734,307,42.14,115.03,14,47,487,7.23,33.33,30442,1299,139,28,"ODI,Test,T20I",2003
Devon Philip Conway,,,Left hand Bat,Right arm Medium,6657,Occasional Wicketkeeper,,Player_288,New Zealand,05-08-2012,12741,41,42.54,116.51,26,95,214,6.87,47.83,3241,361,52.09,99.72,1,26,38,2.55,28.76,443,285,45.17,71.05,7,99,548,8.81,23.97,16425,800,145,22,"T20I,Test",2000
Cameron Donald Green,,,Right hand Bat,Right arm Fast medium,8383, ,,Player_289,England,07-06-1984,8228,373,53.71,65.73,44,15,133,5.56,39.31,3057,92,24.95,91.99,23,67,287,9.64,39.51,10657,185,24.96,119.64,19,69,2,9.54,21.85,21942,422,461,32,ODI,2016
Vikramjeet Singh Malik,,,Right hand Bat,Right arm Medium,13258, ,,Player_290,New Zealand,22-04-2003,11579,124,10.01,61.89,22,58,284,7.94,44.33,550,320,25.83,69.18,16,21,123,3.54,19.03,7459,181,47.92,80.98,49,66,482,9.98,45.85,19588,889,265,7,ODI,2002
Narayan Jagadeesan,,,Right hand Bat, ,4339,Wicketkeeper,,Player_291,West Indies,04-09-1983,9903,166,18.45,126.47,45,68,125,3.83,18.42,5574,323,43.56,83.38,44,23,282,9.06,22.27,4669,368,20.28,137.3,20,17,12,4.26,48.06,20146,419,201,41,Test,2016
Sandeep Sharma,,,Right hand Bat,Right arm Medium,76, ,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362,Player_292,Ireland,14-02-2018,3020,240,29.49,117.11,7,67,438,2.47,35.34,5411,383,11.57,122.77,0,39,179,8.48,39.96,14464,142,37.21,83.69,0,17,161,6.6,20.52,22895,778,401,12,Test,2007
Yogesh Nagar,,,Right hand Bat,Right arm Offbreak,14279, ,,Player_293,Ireland,07-12-2008,8987,279,28.98,93.53,7,20,685,4.4,32.71,1587,62,46.32,116.93,5,73,96,9.74,24.8,5106,205,50.21,111.97,28,55,343,5.61,29.17,15680,1124,151,4,"Test,T20I,ODI",2002
Ishank Rajiv Jaggi,,,Right hand Bat,Legbreak Googly,1314, ,,Player_294,Australia,03-10-1987,4036,187,21.34,104.93,25,77,151,5.79,33.97,10014,223,51.79,57.18,4,65,190,5.82,45.44,4436,141,36.85,78.59,23,22,448,6.51,48.67,18486,789,384,40,"Test,T20I",2009
Mohammad Imran Tahir,,,Right hand Bat,Legbreak Googly,44, ,,Player_295,South Africa,25-09-1987,5068,301,29.08,81.2,46,94,330,3.34,20.31,5920,224,30.76,124.73,44,39,73,7.82,19.87,2857,184,55.4,141.72,29,34,331,3.26,20.66,13845,734,221,9,ODI,2001
Pradeep Jaibeer Sangwan,,,Right hand Bat,Left arm Medium,900, ,,Player_296,India,17-06-1985,12880,18,16.44,98.25,12,77,537,4.84,39.9,5260,368,48.24,55.3,49,5,446,4.97,24.9,9472,240,12.93,128.1,39,5,263,8.85,38.6,27612,1246,78,13,"T20I,ODI",2021
Michael Edward Killeen Hussey,,,Left hand Bat,Right arm Medium,11943, ,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319708.1.png",Player_297,Zimbabwe,12-07-2010,5233,67,30.64,100.67,38,69,382,5.2,34.1,11409,345,18.73,104.29,28,17,784,3.47,49.95,3039,7,39.42,74.33,34,25,82,9.28,49.11,19681,1248,199,23,T20I,2003
Lungisani True-man Ngidi,,,Right hand Bat,Right arm Fast medium,2024, ,,Player_298,India,18-12-2018,11303,217,50.12,88.72,36,11,114,2.46,42.48,11688,336,26.11,76.01,11,80,496,5.54,31.86,11987,71,38.09,144.88,32,84,776,5.6,49.3,34978,1386,249,10,"T20I,Test",2013
Shaun Maclean Pollock,,,Right hand Bat,Right arm Fast medium,11991, ,,Player_299,South Africa,04-01-2008,9516,101,33.95,140.66,48,15,481,6.67,33.53,4409,102,58.72,108.77,38,86,560,3.33,40.49,11829,287,43.02,85.72,19,60,333,4.24,33.08,25754,1374,98,45,"T20I,Test",2010
Mathurage Don Kusal Janith Perera,,,Left hand Bat, ,35966,Wicketkeeper,,Player_300,Zimbabwe,22-07-1989,14559,41,10.9,51.61,27,80,283,9.07,22.78,12471,214,59.32,76.13,46,29,483,9.86,23.85,11950,94,51.67,115.19,15,87,379,3.13,23.21,38980,1145,465,2,T20I,2013
Vijaykumar Vyshak,,,Right hand Bat,Right arm Medium,8748, ,,Player_301,England,30-06-2012,317,287,31.07,128.22,24,86,74,3.21,38.74,5783,191,35.63,148.5,2,20,721,2.77,37.52,8291,156,46.29,124.29,8,14,218,7.47,24.47,14391,1013,488,28,T20I,2012
John Wayne Hastings,,,Right hand Bat,Right arm Fast medium,38647, ,,Player_302,Pakistan,28-06-2005,2396,166,11.36,62.44,15,13,165,6.78,23.52,712,159,56.71,80.97,47,61,115,6.71,41.24,10278,40,49.51,52.29,30,90,657,4.5,46.47,13386,937,399,47,"T20I,ODI",2003
Harshit Pradeep Rana,,,Right hand Bat,Right arm Fast,7546, ,,Player_303,England,10-11-2001,2162,108,58.31,129.75,1,60,188,7.32,45.92,10367,371,36.14,74.2,0,9,534,7.01,28.06,10502,330,24.44,145.9,16,31,453,9.28,47.17,23031,1175,212,29,"ODI,Test,T20I",2001
Abhijeet Tomar,,,Right hand Bat,Right arm Offbreak,8098, ,,Player_304,India,23-05-1984,2745,35,16.37,111.59,17,70,77,5.35,37.62,5406,206,24.58,77.85,26,12,97,6.3,44.52,12437,300,29.37,84.44,30,11,672,7.37,37.45,20588,846,142,48,T20I,2001
Christopher James Jordan,,,Right hand Bat,Right arm Fast medium,1327, ,,Player_305,India,13-02-2020,13634,231,45.38,134.33,16,45,601,7.61,23.03,7990,268,23.34,139.65,47,75,327,7.3,37.31,13944,268,41.34,68.98,47,4,740,7.17,42.52,35568,1668,189,36,Test,2010
Prashant Chopra,,,Right hand Bat,Legbreak Googly,2315,Occasional Wicketkeeper,,Player_306,Zimbabwe,15-06-2013,1591,228,58.64,59.75,29,31,687,5.29,48.79,7420,193,56.48,113.62,23,8,406,2.93,30.45,2737,154,37.67,135.07,22,63,745,6.48,41.68,11748,1838,388,6,"ODI,Test,T20I",2021
Shane Keith Warne,,,Right hand Bat,Legbreak Googly,11971, ,,Player_307,Zimbabwe,23-08-1980,11303,352,51.3,105.9,38,14,20,6.04,34.59,12264,379,18.62,123.07,43,67,312,6.44,35.84,6956,274,58.06,120.29,5,70,88,2.37,39.18,30523,420,300,16,"Test,ODI,T20I",2004
Aiden Craig Blizzard,,,Left hand Bat,Left arm Medium,16693, ,,Player_308,South Africa,27-10-2007,14177,163,44.97,100.11,12,43,565,2.06,20.33,12041,151,38.98,141.8,18,38,701,4.3,36.46,13641,153,19.34,58.67,29,85,332,9.46,44.47,39859,1598,373,19,Test,2008
Daren Julius Garvey Sammy,,,Right hand Bat,Right arm Medium,36610, ,,Player_309,New Zealand,22-07-2014,6183,386,51.97,120.62,31,16,183,7.53,38.06,6843,236,37.78,141.19,7,23,693,9.52,23.3,5239,52,27.56,61.7,6,26,309,7.02,39.93,18265,1185,51,10,ODI,2019
Krishnakumar Dinesh Karthik,,,Right hand Bat,Right arm Offbreak,49,Wicketkeeper,,Player_310,England,23-03-1985,3930,72,59.09,103.43,49,40,221,7.29,26.1,2433,87,46.98,123.89,43,33,147,8.1,30.89,1607,178,38.64,121.52,47,78,726,9.95,35.09,7970,1094,454,43,ODI,2020
Billy James Stanlake,,,Left hand Bat,Right arm Fast,176, ,,Player_311,Zimbabwe,16-06-2003,10188,135,41.07,104.07,28,53,327,2.31,43.72,3301,10,34.96,69.78,46,60,341,9.78,28.99,14554,239,53.4,57.48,39,44,419,6.3,25.58,28043,1087,111,24,T20I,2016
Mitchell Aaron Starc,,,Left hand Bat,Left arm Fast,10109, ,,Player_312,Bangladesh,31-08-1989,14060,352,37.96,92.96,45,43,178,4.95,44.17,270,186,23.61,134.34,1,40,494,2.3,30.83,2953,136,56.47,141.72,41,34,608,7.68,41.8,17283,1280,134,23,"ODI,Test",2011
Sunil Bandacharya Joshi,,,Left hand Bat,Slow Left arm Orthodox,11940, ,,Player_313,South Africa,23-05-1994,1312,378,41.41,80.88,29,97,787,9.83,49.33,9986,213,18.47,70.38,29,4,22,4.28,42.36,12173,254,26.8,124.15,45,25,724,2.45,33.15,23471,1533,410,1,"ODI,Test",2017
Mohammad Younis Khan,,,Right hand Bat,"Right arm Medium, Legbreak",12746, ,,Player_314,West Indies,20-03-1987,9477,69,36.63,98.23,17,4,111,5.37,34.06,13098,14,41.04,124.29,29,78,104,3.56,33.44,5933,223,13.36,83.55,10,22,353,7.05,27.43,28508,568,472,26,"T20I,Test",2002
Pardeep Sahu,,,Right hand Bat,Legbreak Googly,40242, ,,Player_315,India,07-05-2002,4311,195,41.75,61.85,12,26,735,6.02,32.56,10654,265,45.95,118.56,48,49,674,2.09,48.09,11386,179,31.08,86.29,33,12,99,8.12,43.66,26351,1508,469,18,ODI,2004
Munaf Musa Patel,,,Right hand Bat,Right arm Medium fast,418, ,,Player_316,South Africa,23-09-2006,7314,268,32.49,146.15,42,86,725,9.28,42.11,12485,296,38.48,125.89,38,3,578,3.94,27.4,12531,181,29.72,100.65,11,89,144,8.23,40.29,32330,1447,111,28,"T20I,ODI",2020
Debabrata Baidya Das,,,Right hand Bat,Legbreak Googly,12252, ,,Player_317,England,04-01-1987,2383,48,20.92,121.44,20,77,58,7.74,22.24,11586,72,46.92,103.27,44,50,557,7.43,31.3,4682,258,59.32,86.1,44,2,9,8.16,47.99,18651,624,12,36,ODI,2019
Ripal Vinubhai Patel,,,Right hand Bat,Right arm Medium fast,6287, ,,Player_318,Zimbabwe,29-10-1994,3239,315,16.01,145.25,29,78,326,6.66,35.5,1079,51,17.08,113.87,31,51,592,3.85,43.18,14853,242,31.55,128.35,46,28,43,3.81,23.29,19171,961,272,10,ODI,2013
Tatenda Taibu,,,Right hand Bat,Right arm Medium,12539,Wicketkeeper,,Player_319,India,14-04-1989,2139,129,13.42,72.67,20,42,620,8.38,35.48,11070,127,54.12,145.33,0,38,658,6.07,35.47,11284,95,25.29,147.47,26,65,762,9.8,38.77,24493,2040,232,18,"Test,ODI",2015
Clinton James McKay,,,Right hand Bat,Right arm Fast medium,34697, ,,Player_320,Pakistan,19-07-2010,14688,4,23.17,137.93,47,96,668,8.91,20.86,5322,27,39.12,60.11,37,7,221,9.1,35.5,6333,196,28.27,108.45,11,63,385,9.96,25.82,26343,1274,43,27,ODI,2018
Rahil Akhil Ahmed Shaikh,,,Left hand Bat,Left arm Medium,14360, ,,Player_321,South Africa,27-05-2012,14906,26,12.31,130.88,16,30,190,5.66,31.38,13932,64,16.34,80.88,12,44,14,7.55,19.71,7392,391,29.85,94.6,12,27,738,2.6,46.91,36230,942,396,38,"Test,ODI",2008
Muralikrishna Prasidh Krishna,,,Right hand Bat,Right arm Fast medium,2188, ,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Prasidh%20Krishna.png,Player_322,Sri Lanka,17-04-1996,1704,159,38.36,117.72,39,98,199,5.8,45.31,12915,16,33.1,111.14,10,87,632,5.16,30.76,11154,13,51.08,72.28,7,86,760,9.49,21.18,25773,1591,473,20,"ODI,Test",2016
George Henry Simmons Garton,,,Left hand Bat,Left arm Fast,6047, ,,Player_323,India,21-12-1994,6924,148,24.19,112.5,18,16,311,5.09,45.4,8795,350,52.24,146.41,9,27,77,4.98,26.66,10854,119,14.05,115.34,15,35,494,4.32,39,26573,882,72,25,"Test,T20I",2021
Dhawal Sunil Kulkarni,,,Right hand Bat,Right arm Medium,54, ,,Player_324,England,03-12-2001,362,263,51.23,81.65,14,91,707,9.73,21.18,5257,137,54.88,59.56,47,26,321,5.65,49.98,9047,386,25.83,118.56,28,5,492,7.51,43.31,14666,1520,260,21,"ODI,Test",2006
Wriddhiman Prasanta Saha,,,Right hand Bat, ,69,Wicketkeeper,,Player_325,Australia,20-12-2012,2604,229,13.71,131.64,8,82,34,7.58,20.9,13733,318,23.23,52.25,25,64,240,3.42,27.87,6609,268,58.32,118.52,34,10,168,4.7,29.36,22946,442,230,5,"ODI,Test",2009
Adam Zampa,,,Right hand Bat,Legbreak Googly,42, ,https://www.espncricinfo.com/cricketers/adam-zampa-379504,Player_326,Bangladesh,25-10-2004,9908,199,21.32,100.15,9,53,378,2.67,26.41,7982,228,45.56,55.57,19,33,17,7.07,46.3,10338,170,17.66,52.7,28,37,641,9.74,48.53,28228,1036,32,10,"Test,ODI,T20I",2003
Peter Stephen Patrick Handscomb,,,Right hand Bat, ,40725,Wicketkeeper,,Player_327,Afghanistan,09-11-2005,13481,49,46.51,57.09,43,61,386,8.9,45.99,13368,253,15,55.24,16,80,767,4.91,39.64,14323,71,47.13,139.91,30,33,530,2.81,45.22,41172,1683,387,13,"Test,ODI,T20I",2009
Rajvardhan S Hangargekar,,,Right hand Bat,Right arm Fast medium,8295, ,,Player_328,New Zealand,23-07-1997,12643,66,39.94,81.29,30,86,757,5.84,22.12,9777,209,11.68,140.78,16,61,453,8.82,28.91,4925,178,27.82,83.81,12,80,335,5.98,27.43,27345,1545,475,35,"ODI,T20I,Test",2002
Hashim Mahomed Amla,,,Right hand Bat,"Right arm Medium, Right arm Offbreak",67, ,,Player_329,Afghanistan,17-09-2018,4286,299,13.22,143.53,22,31,236,2.55,41.04,11249,293,38.02,122.13,3,61,442,8.05,35.39,9578,169,39.09,124.42,11,66,746,5.42,18.24,25113,1424,409,39,"Test,T20I,ODI",2023
Siddharth Kishorkumar Trivedi,,,Right hand Bat,Right arm Medium,11972, ,,Player_331,West Indies,10-01-2006,2469,57,53.86,148.19,32,12,518,5.34,37.94,5006,240,49.79,102.26,22,25,423,4.91,46.27,9908,153,25.32,115.06,32,97,129,7.16,27,17383,1070,15,1,"ODI,T20I",2012
Tirumalasetti Laxminarayana Suman,,,Right hand Bat,Right arm Offbreak,13595, ,,Player_332,West Indies,13-03-1993,4795,258,26.52,112.8,8,83,282,9.02,29.39,3985,69,27.01,128.2,45,23,475,3.68,23.13,5783,81,35.04,89.49,7,85,538,3.05,46.48,14563,1295,484,42,T20I,2000
Ammana Ashish Reddy,,,Right hand Bat,Right arm Medium,34774, ,,Player_333,Australia,06-04-2019,6150,341,27.02,74.75,46,34,0,3.63,43.25,12881,103,10.33,65.56,9,38,26,8.21,28.87,12343,56,21.59,110.84,40,28,513,7.73,48.95,31374,539,149,19,ODI,2014
Bharat Chipli,,,Right hand Bat,Right arm Medium,12238, ,,Player_334,New Zealand,08-12-1987,14468,325,59.45,66.28,0,4,730,8.61,25.48,9587,203,33.98,89.19,45,20,513,5.89,28.73,9917,6,37.09,54.02,39,59,249,9.84,20.25,33972,1492,291,21,"Test,ODI",2014
Sumit Narwal,,,Left hand Bat,Right arm Medium,14653, ,,Player_335,Sri Lanka,29-08-2000,556,129,41.31,68.69,43,72,463,6.46,38.45,11880,52,10.79,99,27,93,463,3.8,19.35,10145,111,20.99,126.19,48,53,733,8.44,33.08,22581,1659,101,38,ODI,2010
Siddharth Dilip Chitnis,,,Right hand Bat,Right arm Offbreak,12204, ,,Player_336,Australia,18-03-1980,9017,214,36.57,51.98,34,28,229,2.44,25.54,8791,374,14.6,61.04,32,46,362,3.56,37.14,13333,47,42.51,59.96,40,92,137,8.88,35.55,31141,728,185,3,ODI,2009
Sunny Gupta,,,Right hand Bat,Right arm Offbreak,35864, ,,Player_337,Ireland,29-09-2000,2808,171,51.91,89.07,10,69,171,9.77,40.84,8705,329,26.33,91.95,42,47,382,3.32,45.35,6723,79,55.22,89.68,31,68,274,4.88,20.97,18236,827,438,28,"T20I,Test,ODI",2024
Timothy Grant Southee,,,Right hand Bat,Right arm Medium fast,31, ,,Player_338,Afghanistan,09-08-2009,5150,257,24.26,69.14,33,24,86,6.1,45.96,5991,53,31.86,81.65,25,12,750,8.22,30.21,184,374,14.27,60.36,37,73,463,4.6,30.08,11325,1299,418,45,"ODI,T20I,Test",2006
Benjamin Colin James Cutting,,,Right hand Bat,Right arm Fast medium,17, ,,Player_339,Australia,29-07-1991,14870,101,31.46,91.17,15,94,552,4.33,22.06,6227,275,23.97,53.56,49,2,524,3.83,41.68,521,375,20.83,133.71,27,73,140,6.14,28.15,21618,1216,24,23,"Test,T20I,ODI",2000
Beuran Eric Hendricks,,,Left hand Bat,Left arm Fast medium,38548, ,,Player_340,Afghanistan,23-08-1981,12713,208,23.39,143.5,8,21,122,5.76,45.73,9258,334,39.09,63.67,47,31,381,6.21,38.09,13889,315,52.22,105.03,14,8,255,2.37,35.15,35860,758,71,0,ODI,2006
Balapuwaduge Ajantha Winslow Mendis,,,Right hand Bat,Right arm Offbreak,13083, ,,Player_341,India,30-06-2018,7561,290,49.46,93.05,31,65,297,8.86,36.99,7833,30,12.77,126.4,28,34,183,5.61,30.02,10503,32,41.58,119.1,22,84,455,9.56,39.16,25897,935,80,23,"T20I,ODI,Test",2004
Swapnil Ashok Asnodkar,,,Right hand Bat,Right arm Offbreak,12327, ,,Player_342,West Indies,01-12-1982,2719,353,38.67,137.8,14,44,689,4.44,22.07,2886,134,17.23,51.8,26,18,193,6.64,22.51,1248,114,13.94,118.26,23,76,433,3.15,40.51,6853,1315,60,29,"ODI,T20I",2022
Dinesh Salunkhe,,,Right hand Bat,Legbreak,11970, ,,Player_343,India,06-11-1985,6506,285,42.94,110.55,11,68,574,3.54,31.68,14245,57,44.76,143.43,17,13,461,9.02,40.7,9850,383,34.32,134.16,12,9,606,9.22,22.38,30601,1641,17,11,ODI,2015
Mohammad Kaif,,,Right hand Bat,Right arm Offbreak,11966, ,,Player_344,Bangladesh,18-02-2009,11700,115,22.62,74.71,32,90,483,3.03,23.15,2653,104,17.11,58.64,39,47,55,8.94,45.35,13349,2,20.49,63.26,20,74,172,2.67,44.01,27702,710,241,18,T20I,2024
Ishwar Chand Pandey,,,Right hand Bat,Right arm Medium,36536, ,,Player_345,Ireland,04-11-2008,3741,263,21.01,85.59,44,88,164,4.38,40.41,13097,265,41.99,129.92,9,85,229,5.61,39.95,1002,3,19.95,115.97,11,67,472,8.58,39.71,17840,865,57,36,"T20I,Test,ODI",2007
Paras Dogra,,,Right hand Bat,Legbreak,14487, ,,Player_346,New Zealand,13-07-2007,9766,149,34.42,58.39,13,71,698,8.24,42.28,14468,9,12.73,139.86,41,80,488,2.12,18.57,6266,355,57.03,107.51,12,57,422,3.22,46.45,30500,1608,331,39,"ODI,Test",2021
Lee Andrew Carseldine,,,Left hand Bat,Left arm Medium,13692, ,,Player_347,Sri Lanka,14-01-2006,3998,299,46.88,83.35,7,0,382,5.77,21.39,9280,252,30.37,144.11,4,67,27,5.41,24.92,11419,259,48.08,53.09,38,94,438,2.31,32.38,24697,847,376,42,"Test,ODI,T20I",2001
Bipul Sharma,,,Left hand Bat,Slow Left arm Orthodox,19, ,,Player_348,Afghanistan,30-04-2015,10321,35,36.26,117.75,7,83,208,3.82,34.2,12577,294,18.87,136.75,9,44,582,6.85,20.22,6444,41,44.81,70.14,22,51,56,7.76,46.6,29342,846,56,3,"Test,T20I,ODI",2007
Joshua Ryan Philippe,,,Right hand Bat, ,4170,Wicketkeeper,,Player_349,Sri Lanka,11-04-2012,2403,332,11.63,57.21,26,43,738,3.33,44.07,14711,155,15.48,78.76,49,18,721,6.46,36.25,14305,8,21.95,76.76,49,33,497,4.24,45.7,31419,1956,96,14,ODI,2013
Timothy David Paine,,,Right hand Bat,Right arm Medium,16199,Wicketkeeper,,Player_350,Afghanistan,04-01-1999,11521,286,53.43,70.54,11,86,431,4.66,47.96,4864,157,38.35,83.31,20,63,183,7.21,42.21,11330,306,15.93,57.26,45,34,613,7.72,32.03,27715,1227,214,19,T20I,2003
Ashley Allan Noffke,,,Right hand Bat,Right arm Fast medium,11937, ,,Player_351,England,23-09-2012,8780,302,13.23,88.14,0,95,388,9.52,34.43,2514,36,56.42,92.65,23,65,424,3.23,21.54,10120,144,53.54,85.47,42,32,168,6.44,30.2,21414,980,318,43,"Test,ODI,T20I",2023
Kamran Akmal,,,Right hand Bat, ,12041,Wicketkeeper,,Player_352,Australia,14-05-2001,10204,310,57.79,148.2,42,74,559,4.74,48.41,3969,118,12.74,63.93,37,78,374,7.17,44.83,14980,96,10.29,52.72,27,71,581,2.87,47.85,29153,1514,11,19,T20I,2014
Ben James Rohrer,,,Left hand Bat, ,36311,Occasional Wicketkeeper,,Player_353,Bangladesh,22-12-1997,9739,207,11.26,128.49,39,38,223,9.9,35.14,3284,66,31.08,52.23,2,65,40,3.46,35.78,7017,275,29.4,105.32,13,31,560,9.46,40.89,20040,823,10,20,ODI,2006
